Ovanåker         ;11 711;39;125;157;-32;445;187;223;35;375;156;206;13;70;31;17;22;1
Sandviken        ;39 250;-40;347;444;-97;1 866;795;882;189;1 848;794;951;103;18;1;-69;86;39
Söderhamn        ;25 446;-46;236;327;-91;1 047;327;639;81;1 024;339;646;39;23;-12;-7;42;22
Västernorrland   ;244 193;-361;2 362;2 893;-531;6 862;.;5 872;990;6 824;.;6 357;467;38;.;-485;523;132
Härnösand        ;25 012;-102;242;321;-79;1 197;415;672;110;1 248;432;764;52;-51;-17;-92;58;28
Kramfors         ;18 005;-128;160;280;-120;971;355;503;113;1 004;374;584;46;-33;-19;-81;67;25
Sollefteå        ;18 814;-58;159;288;-129;847;225;527;95;779;224;537;18;68;1;-10;77;3
Sundsvall        ;99 383;-56;985;988;-3;3 820;1 126;2 307;387;3 911;1 088;2 607;216;-91;38;-300;171;38
Timrå            ;17 923;-40;164;219;-55;996;687;254;55;989;646;317;26;7;41;-63;29;8
Ånge             ;9 233;7;92;140;-48;414;147;223;44;367;156;197;14;47;-9;26;30;8
Örnsköldsvik     ;55 823;16;560;657;-97;1 783;211;1 386;186;1 692;246;1 351;95;91;-35;35;91;22
Jämtland         ;132 054;899;1 330;1 393;-63;5 284;.;4 596;688;4 375;.;4 123;252;909;.;473;436;53
Berg             ;7 135;15;78;106;-28;419;204;164;51;380;182;185;13;39;22;-21;38;4
Bräcke           ;6 175;-6;47;76;-29;379;181;178;20;361;191;158;12;18;-10;20;8;5
Härjedalen       ;10 114;44;78;130;-52;652;78;478;96;562;96;439;27;90;-18;39;69;6
Krokom           ;15 352;298;158;129;29;1 076;677;350;49;810;514;278;18;266;163;72;31;3
Ragunda          ;5 210;2;44;92;-48;312;129;142;41;269;91;170;8;43;38;-28;33;7
Strömsund        ;11 473;-15;94;177;-83;496;130;308;58;430;141;273;16;66;-11;35;42;2
Åre              ;12 271;222;139;87;52;1 240;214;941;85;1 076;318;707;51;164;-104;234;34;6
Östersund        ;64 324;339;692;596;96;3 446;1 123;2 035;288;3 223;1 203;1 913;107;223;-80;122;181;20
Västerbotten     ;274 563;1 371;2 845;2 762;83;9 373;.;7 324;2 049;8 311;.;7 540;771;1 062;.;-216;1 278;226
Bjurholm         ;2 395;8;17;40;-23;155;98;28;29;126;82;43;1;29;16;-15;28;2
Dorotea          ;2 459;-39;22;46;-24;102;37;48;17;119;47;69;3;-17;-10;-21;14;2
Lycksele         ;12 264;-60;126;181;-55;480;212;198;70;495;250;219;26;-15;-38;-21;44;10
Malå             ;3 034;10;32;39;-7;134;55;45;34;121;59;58;4;13;-4;-13;30;4
Nordmaling       ;7 100;-8;67;92;-25;366;229;102;35;357;217;128;12;9;12;-26;23;8
Norsjö           ;3 971;26;39;56;-17;195;95;53;47;170;105;53;12;25;-10;0;35;18
Robertsfors      ;6 786;38;65;85;-20;348;224;100;24;293;188;95;10;55;36;5;14;3
Skellefteå       ;73 393;553;717;865;-148;2 704;587;1 475;642;2 098;563;1 400;135;606;24;75;507;95
Sorsele          ;2 460;18;20;37;-17;129;52;43;34;95;51;41;3;34;1;2;31;1
Storuman         ;5 808;-18;47;84;-37;281;112;142;27;267;121;130;16;14;-9;12;11;5
Umeå             ;130 997;773;1 448;974;474;7 055;1 385;4 705;965;6 824;1 441;4 896;487;231;-56;-191;478;68
Vilhelmina       ;6 485;-54;56;98;-42;219;80;102;37;239;102;125;12;-20;-22;-23;25;8
Vindeln          ;5 550;65;57;54;3;336;210;83;43;275;165;93;17;61;45;-10;26;1
Vännäs           ;9 054;57;108;75;33;560;406;122;32;536;379;136;21;24;27;-14;11;0
Åsele            ;2 807;2;24;36;-12;136;45;78;13;123;57;54;12;13;-12;24;1;1
Norrbotten       ;249 693;79;2 435;2 897;-462;7 199;.;5 512;1 687;6 869;.;6 191;678;330;.;-679;1 009;211
Arjeplog         ;2 707;-11;16;39;-23;126;23;84;19;118;29;80;9;8;-6;4;10;4
Arvidsjaur       ;6 143;-2;62;77;-15;274;67;170;37;262;90;161;11;12;-23;9;26;1
Boden            ;28 160;100;271;324;-53;1 337;549;511;277;1 226;516;649;61;111;33;-138;216;42
Gällivare        ;17 449;-13;196;234;-38;625;271;258;96;613;248;331;34;12;23;-73;62;13
Haparanda        ;9 496;-105;68;147;-79;435;129;212;94;461;123;227;111;-26;6;-15;-17;0
Jokkmokk         ;4 780;-71;41;81;-40;243;112;98;33;285;150;129;6;-42;-38;-31;27;11
Kalix            ;15 768;-44;135;229;-94;673;322;259;92;639;325;273;41;34;-3;-14;51;16
Kiruna           ;22 555;-109;238;230;8;885;240;433;212;1 030;364;592;74;-145;-124;-159;138;28
Luleå            ;78 867;318;785;733;52;4 044;1 183;2 340;521;3 846;1 189;2 461;196;198;-6;-121;325;68
Pajala           ;5 973;7;53;93;-40;297;172;94;31;256;133;99;24;41;39;-5;7;6
Piteå            ;42 323;97;435;467;-32;1 568;622;777;169;1 458;465;921;72;110;157;-144;97;19
Älvsbyn          ;8 009;-45;79;103;-24;362;171;130;61;384;226;136;22;-22;-55;-6;39;1
Överkalix        ;3 252;-37;22;72;-50;129;69;46;14;117;71;46;0;12;-2;0;14;1
Övertorneå       ;4 211;-6;34;68;-34;216;85;100;31;189;86;86;17;27;-1;14;14;1
