Eidsfoss;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3802 Holmestrand
Eidslandet;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4628 Vaksdal
Eidsmoan;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5028 Melhus
Eidsvik;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4617 Kvinnherad
Eidsvoll;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3035 Eidsvoll
Eidsvåg;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1506 Molde
Eidsvåg;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4601 Bergen
Eik;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3803 Tønsberg
Eikangervåg;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4631 Alver
Eikefjord;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4602 Kinn
Eikelandsosen;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4624 Bjørnafjorden
Eikenga;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;3049 Lier
Eikeviken;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
Eikhaugen;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3005 Drammen
Eiksrønningen;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3813 Bamble
Eikstrand;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3813 Bamble
Eina;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;3443 Vestre Toten
Eivindvik;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4635 Gulen
Eldøy;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4614 Stord
Elnesvågen;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1579 Hustadvika
Elvegården;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1806 Narvik
Elvenes;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
Emma Hjorth;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;3024 Bærum
Emmenes;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1806 Narvik
Enebakk;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;3028 Enebakk
Engan;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5027 Midtre Gauldal
Engan;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5055 Heim
Enger;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3806 Porsgrunn
Engerdal;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;3425 Engerdal
Enghaven;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4201 Risør
Ervik;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
Erøyna;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1134 Suldal
Espeland;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
Etne;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4611 Etne
Evenskjer;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;5412 Dielddanuorri - Tjeldsund
Evje;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4219 Evje og Hornnes
Fagerheim;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1822 Leirfjord
Fagernes;Godkjent;01/07/1991;Norsk;By;Kommune;3451 Nord-Aurdal
Fagerstrand;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;4207 Flekkefjord
Fagerstrand;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3023 Nesodden
Falkensten;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3801 Horten
Fall;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;3447 Søndre Land
Fallet;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1833 Rana
Fanahammaren;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
Fannrem;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5059 Orkland
Fannremsmoen;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5059 Orkland
Farnes;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4643 Årdal
Farsund;Godkjent;01/07/1991;Norsk;By;Kommune;4206 Farsund
Fauske;Godkjent;01/07/1991;Norsk;By;Kommune;1841 Fauske - Fuossko
Feda;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4227 Kvinesdal
Fedje;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4633 Fedje
Feiring;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3035 Eidsvoll
Fen;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3816 Nome
Feset;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3813 Bamble
Festvåg;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1804 Bodø
Fetsund;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3030 Lillestrøm
Fevik;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;4202 Grimstad
Fevik nedre;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;4202 Grimstad
Fevik øvre;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;4202 Grimstad
Fevågsjøen;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5054 Indre Fosen
Fiane;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4211 Gjerstad
Figgjo;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1108 Sandnes
Fillan;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;5056 Hitra
Filtvet;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;3025 Asker
Finnbråtengrenda;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;3035 Eidsvoll
Finnbyen;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;5406 Hammerfest
Finneid;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1841 Fauske - Fuossko
Finneidfjord;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;1832 Hemnes
Finnestad;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1103 Stavanger
Finnfjordbotn;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;5421 Senja
Finnsnes;Godkjent;01/07/1991;Norsk;By;Kommune;5421 Senja
Finstadbru;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;3026 Aurskog-Høland
Fiske;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1122 Gjesdal
Fiskå;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;1511 Vanylven
Fitjar;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4615 Fitjar
Fjell;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;4626 Øygarden
Fjellse;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;4207 Flekkefjord
Fjellstrand;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3023 Nesodden
Fjellvang;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3804 Sandefjord
Fjellvang;Godkjent;01/07/1991;Norsk;Tettsted;Statens kartverk;3804 Sandefjord
Fjordgård;Godkjent;01/07/1991;Norsk;Tettsted;Kommune;5421 Senja
Fjordvangen;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Statens kartverk;3023 Nesodden
Fjøsanger;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
Flaktveit;Godkjent;01/07/1991;Norsk;Tettbebyggelse;Kommune;4601 Bergen
